"COUNTRY","DELIVERY_SITE_ID","DELIVERY_SITE_NAME","DELIVERY_SITE_STATUS","ESTIMATED_TIME_TO_DELIVERY_SITE","HEALTH_FACILITY_COUNTRY","HEALTH_FACILITY_GROUP","HEALTH_FACILITY_ID","HEALTH_FACILITY_KEY","HEALTH_FACILITY_LOCALITY","HEALTH_FACILITY_NAME","HEALTH_FACILITY_REGION","HEALTH_FACILITY_STATUS","IS_DIRECT_DELIVERY_SITE","NEST_ID","NEST_NAME"
"GH",1930,"Gambaga HC","ready_for_operations",1690,"Ghana","East Mamprusi, Health Center without a Doctor, North East, Upper East",71,"2aa62f77441d8e1bd8f06b5eb2c7df5b","East Mamprusi","Gambaga HC","North East","Operationalized","true",8,"GH3 Vobsi"
"GH",802,"Coaltar RCH","ready_for_operations",873,"Ghana","Eastern, Health Center without PA",196,"963267068ccbd21b8d51c8e5b855b9a3","Ayensuano","Coaltar RCH","Eastern","Operationalized","true",5,"GH1 Omenako"
"GH",3491,"Apoli CHPS","ready_for_operations",3959,"Ghana","Eastern, Health Center with PA",707,"95a172e936eca0e7c0ba2d5cdfdc935b","Birim South","Apoli HC","Eastern","Suspended partially","true",5,"GH1 Omenako"
"GH",5360,"Adabraka HC","ready_for_operations",3249,"Ghana","HC Without a Doctor, Volta Region",93,"e49c6fcbeff35f2a4f3a0ec93156ccae","Hohoe Municipal","Adabraka HC","Volta","Operationalized","true",11,"GH5 Anum"
"GH",5156,"Alavanyo Wudidi HC","ready_for_operations",2785,"Ghana","HC Without a Doctor, Volta Region",98,"d2a80cfa069c8d6771be06a4ad1fc706","Hohoe Municipal","Alavanyo Wudidi HC","Volta","Operationalized","true",11,"GH5 Anum"
"GH",4898,"Ahamansu HC","ready_for_operations",2493,"Ghana","Kadjebi, Oti, Oti CHPS without Midwife",178,"8a113036a7386300ba5867fb76b01498","Kadjebi","Titiaka CHPS","Oti","Suspended entirely","false",12,"GH6 Krachi"
"GH",4898,"Ahamansu HC","ready_for_operations",2493,"Ghana","Kadjebi, Oti, Oti Health Centre Without MO",10,"c8aed224dfbe285cb23c1182a7fae683","Kadjebi","Ahamansu HC","Oti","Operationalized","true",12,"GH6 Krachi"
"GH",5077,"Wiae CHPS","ready_for_operations",2009,"Ghana","Kpandai District, Northern, Northern CHPS with midwife, Oti CHPS with Midwife",213,"4967fd62188e457c053dfd8b9803a384","Kpandai","Wiae CHPS","Northern","Operationalized","true",12,"GH6 Krachi"
"GH",5045,"Akaniem CHPS","ready_for_operations",1714,"Ghana","Krachi Nchumuru, Oti, Oti CHPS with Midwife",11,"061141c938e071310bbfe3587b2bd8d9","Krachi Nchumuru","Akaniem CHPS","Oti","Operationalized","true",12,"GH6 Krachi"
"GH",5079,"Lungni HC","ready_for_operations",2821,"Ghana","Northern, Northern Health Centre without MO",130,"26bd923b7a6500f9f7b2c911bf1daafc","Nanumba South","Lungni HC","Northern","Operationalized","true",12,"GH6 Krachi"
"GH",4408,"Bodoma CHPS","ready_for_operations",3431,"Ghana","Ashanti Region Facilities, CHPS with midwife, DHIMMS",352,"337e224bd3aa270ddcdb03545e7befd2","Bekwai Municipal","Bodoma CHPS","Ashanti","Operationalized","true",7,"GH2 Mpanya"
"GH",723,"Asikuma CHPS","ready_for_operations",308,"Ghana","CHPS With a Midwife, Eastern Region",289,"5f78fa457dbac191fab5ad595815339e","Asuogyaman","Asikuma CHPS","Eastern","Operationalized","true",11,"GH5 Anum"
"GH",4709,"Anidzi CHPS","ready_for_operations",2012,"Ghana","CHPS Without a Midwife, Eastern Region, Kwahu Afram Plains North",139,"28d2c65b3f3b9374ec323439d251a5d7","Kwahu Afram Plains North","Anidzi CHPS","Eastern","Operationalized","true",11,"GH5 Anum"
"GH",5593,"Kpala CHPS","ready_for_operations",2228,"Ghana","CHPS Without a Midwife, Eastern Region, Kwahu Afram Plains North",23,"9eb43dc43edf80d197badec2c9eb311c","Kwahu Afram Plains North","Kpala CHPS","Eastern","Operationalized","true",11,"GH5 Anum"
"GH",1305,"Asantekrom (Sefwi Akontombra) CHPS","ready_for_operations",668,"Ghana","CHPS with a Midwife, Family Planning Facilities, Free Products, Sefwi Akontombra Facilities",41,"147e187cb690d950cd42348092bdb996","Sefwi Akontombra","Asantekrom (Sefwi Akontombra) CHPS","Western North","Suspended partially","true",9,"GH4 Sefwi Wiawso"
"GH",1269,"Ahwiaa CHPS","ready_for_operations",323,"Ghana","CHPS with a Midwife, Family Planning Facilities, Sefwi Wiawso Facilities",30,"e52c4c530fb156326a2ad93d2be6808f","Sefwi Wiawso","Ahwiaa CHPS","Western North","Operationalized","true",9,"GH4 Sefwi Wiawso"
"GH",2201,"Kpatia CHPS","ready_for_operations",1859,"Ghana","CHPS with a Midwife, Talensi, Upper East, VSD Talensi District",122,"f11ea39af22dec2bcd4121edd2dd89e0","Talensi","Kpatia (Talensi) CHPS","Upper East","Operationalized","true",8,"GH3 Vobsi"
"GH",3817,"Balungu CHPS","ready_for_operations",1372,"Ghana","CHPS with a Midwife, Talensi, Upper East",55,"8f35c733a471eaad24ff3c976b5585fb","Talensi","Balungu (Talensi) CHPS","Upper East","Operationalized","true",8,"GH3 Vobsi"
"GH",4141,"Akpafu CHPS","ready_for_operations",658,"Ghana","CHPS with a Midwife, CHPS without a midwife, Family Planning Facilities, Sefwi Akontombra Facilities",36,"c739e946e41c0e092772d3cf5395f999","Sefwi Akontombra","Akpafu CHPS","Western North","Suspended partially","true",9,"GH4 Sefwi Wiawso"
"GH",699,"Nuaso CHPS","inactive",3120,"","CHPS with midwife",118,"2d37a57fcccbe71100c5f226eb606747","Upper Manya Krobo","Nuaso CHPS","Eastern","Suspended partially","true",5,"GH1 Omenako"
"GH",3693,"Fefe CHPS","ready_for_operations",1940,"","CHPS with midwife, Eastern, Fefe Chps, UPPER MANYA SOLE DELIVERY",579,"989b23a37876a7ff25b91cb19666e231","Upper Manya Krobo","Fefe CHPS","Eastern","Operationalized","true",5,"GH1 Omenako"
"GH",2191,"Kotokuom CHPS","ready_for_operations",3462,"","CHPS with midwife, Eastern",503,"ce9debf5147c0ac0969db4f44cd316cc","Akyemansa","Kotokuom CHPS","Eastern","Operationalized","true",5,"GH1 Omenako"
"GH",3862,"Gomoa Adzentem CHPS","ready_for_operations",2719,"","CHPS with midwife, Central",474,"5effc364aff4cc0e352a88ae42027843","Gomoa East","Gomoa Adzentem CHPS (CR)","Central","Operationalized","true",5,"GH1 Omenako"
"GH",3886,"Gbeogo CHPS","ready_for_operations",1685,"Ghana","CHPS without a Midwife, Talensi, Upper East, VSD Talensi District",53,"59add3b6dd036d81f564227571f1e757","Talensi","Gbeogo (Talensi) CHPS","Upper East","Operationalized","true",8,"GH3 Vobsi"
"GH",4364,"Tweneboah CHPS","ready_for_operations",2122,"Ghana","CHPS without a midwife",227,"4537eb12fabbfc320fca59dd6bedd53e","Asunafo North","Tweneboah CHPS","Ahafo","Operationalized","true",9,"GH4 Sefwi Wiawso"
"GH",1773,"Djorboah CHPS","ready_for_operations",2960,"Ghana","CHPS without a midwife, Family Planning Facilities",366,"58a529c583abec330e8e775c5f2974f8","Wassa Amenfi East","Djorboah CHPS","Western","Operationalized","true",9,"GH4 Sefwi Wiawso"
"GH",1774,"Dodukrom CHPS","ready_for_operations",740,"","CHPS without midwife, Eastern",316,"e39135426dc9915355c474ae26e859f2","Ayensuano","Dodukrom CHPS","Eastern","Operationalized","true",5,"GH1 Omenako"
"GH",3889,"Gomoa Fetteh CHPS","ready_for_operations",3108,"","CHPS without midwife, Central",811,"7a5ad0a70d7e8b1a0a747e57ffe71ae7","Gomoa East","Gomoa Fetteh CHPS","Central Region","Suspended entirely","true",5,"GH1 Omenako"
"GH",617,"Kwae CHPS","ready_for_operations",2382,"","CHPS without midwife, Eastern",139,"08e09c44c852e59dd7bd1775148da1ed","Kwaebibirem","Kwae CHPS","Eastern","Operationalized","true",5,"GH1 Omenako"
"GH",3727,"Mentukwa (Fahiakor) CHPS ","ready_for_operations",1180,"Ghana","CHPS without midwife, Eastern",576,"7169015b303c79347560f4ba0e0b9b09","Akuapim South","Mentukwa CHPS","Eastern","Operationalized","true",5,"GH1 Omenako"
"GH",3858,"Obrachere CHPS","ready_for_operations",1926,"","CHPS without midwife, Central",406,"0398d855b57fa9613e8381f7c9b2c43d","Awutu Senya West","Obrachere CHPS(CR)","Central","Suspended partially","true",5,"GH1 Omenako"
"GH",2735,"Okaikrom CHPS","ready_for_operations",2501,"Ghana","CHPS without midwife, Eastern",212,"6393b5d12e2bea24d6fd8b9e82bbf4a1","Birim North","Okaikrom CHPS","Eastern","Suspended partially","true",5,"GH1 Omenako"
"GH",685,"Anweam CHPS","ready_for_operations",2303,"","CHPS without midwife, Eastern",119,"dcf1bba1f57f9c787267f1e3efd285b0","Kwaebibirem","Anweam CHPS","Eastern","Operationalized","true",5,"GH1 Omenako"
"GH",3922,"Battor CHPS","ready_for_operations",2301,"Ghana","CHPS without midwife, Eastern",436,"bde33f284339022df19c9da82532aca0","Upper Manya Krobo","Battor CHPS","Eastern","Suspended entirely","true",5,"GH1 Omenako"
"GH",2302,"Kwesitwikwa CHPS","ready_for_operations",2279,"Ghana","Central",565,"9a07e571a2ea1e5acb571f881931d522","Agona East","Kwesitwikwa CHPS (CR)","Central","Operationalized","true",5,"GH1 Omenako"
"GH",3855,"Bontrase HC","ready_for_operations",2178,"","Central, Health Center with PA",402,"213d1fcfe9fedf7cb920b1f254a36ed5","Awutu Senya West","Bontrase HC(CR)","Central","Operationalized","true",5,"GH1 Omenako"
"GH",4684,"Dawurampong PC","ready_for_operations",2973,"","Central, District Hospital",674,"18d9222b9cc6a4aa34f87c4ad20eb047","Gomoa West","Dawurampong Polyclinic (CR)","Central","Operationalized","true",5,"GH1 Omenako"
"GH",3876,"Jamra CHPS","ready_for_operations",3245,"Ghana","Central",774,"f2d8255cafd005be3683859f5877d51b","Asikuma Odoben Brakwa","Baako CHPS (CR)","Central","Operationalized","false",5,"GH1 Omenako"
"GH",5412,"Mafi Sasekpe HC","ready_for_operations",2140,"Ghana","Central Tongu, HC Without a Doctor, RTSS Ordering Facilities, Volta Region",143,"071ea1858814bce502845012a5172eac","Central Tongu","Mafi Sasekpe HC","Volta","Operationalized","true",11,"GH5 Anum"
"GH",4669,"Kpatinga HC","ready_for_operations",3067,"Ghana","CowTribe, Gushegu, Health Center without a Doctor, Northern",304,"369c28efa80f9078c81fb952aa88620e","Gushegu","Kpatinga HC","Northern","Operationalized","true",8,"GH3 Vobsi"
"GH",118,"Holy Family HSP","ready_for_operations",2645,"","Eastern, Health Center with PA",832,"761a221d16efb67f8ec5c0489541501e","Kwahu West","Nkawkaw HC","Eastern","Operationalized","false",5,"GH1 Omenako"
"GH",3943,"Anum Salvation Army RCH","ready_for_operations",361,"Ghana","Eastern Region, HC With a Doctor",296,"085c22548e7eab60375f3aa4d3ff7104","Asuogyaman","Anum Salvation Army RCH","Eastern","Suspended entirely","true",11,"GH5 Anum"
"GH",5154,"Akpafu Odomi CHPS","ready_for_operations",3159,"Ghana","Guan District, Oti, Oti CHPS with Midwife",267,"bed7dfec63f5d0ede6f9fc9ffae8b137","Guan","Akpafu Odomi CHPS","Oti","Operationalized","true",12,"GH6 Krachi"
"GH",5190,"Sabadu HC","ready_for_operations",1981,"Ghana","HC Without a Doctor, North Dayi District, RTSS Ordering Facilities, Volta Region",216,"62939fc74b0878cf254d242dfd2beb61","North Dayi","Sabadu HC","Volta","Operationalized","true",11,"GH5 Anum"
"GH",2163,"Kologo HC","ready_for_operations",2065,"Ghana","Health Center without a Doctor, Kassena Nankana East, Upper East",225,"9bf3d1a9e68468047ffc4578c988bc93","Kassena Nankana East","Kologo HC","Upper East","Operationalized","true",8,"GH3 Vobsi"
"GH",4898,"Ahamansu HC","ready_for_operations",2493,"Ghana","Kadjebi, Oti, Oti CHPS without Midwife",179,"e29d722858932441b8d32ee59386c9f7","Kadjebi","Todome CHPS","Oti","Operationalized","false",12,"GH6 Krachi"
"GH",4908,"Kadjebi HC","ready_for_operations",2469,"Ghana","Kadjebi, Oti, Oti Health Centre Without MO",74,"e8e74be845081e83f8fe6d93f1dcd1ed","Kadjebi","Kadjebi HC","Oti","Operationalized","true",12,"GH6 Krachi"
"GH",5067,"Katiejeli  CHPS","ready_for_operations",2407,"Ghana","Kpandai District, Northern, Northern CHPS without midwife",133,"09e71a6f8b6a103f8d042a6b66b8870b","Kpandai","Ketiejeli CHPS","Northern","Operationalized","true",12,"GH6 Krachi"
"GH",5055,"Kradenteh CHPS","ready_for_operations",1497,"Ghana","Krachi Nchumuru, Oti, Oti CHPS without Midwife",87,"12f219e7c75c30f42f10c8ffae37446b","Krachi Nchumuru","Kradenteh CHPS","Oti","Operationalized","true",12,"GH6 Krachi"
"GH",5039,"Kwaakuuea CHPS","ready_for_operations",315,"Ghana","Krachi West, Oti, Oti CHPS with Midwife",46,"0dfc6e781d54f364ef0767cced1eec14","Krachi West","Kwaakuae CHPS","Oti","Operationalized","true",12,"GH6 Krachi"
"GH",5030,"Kadentwe CHPS","ready_for_operations",297,"Ghana","Krachi West, Oti, Oti CHPS without Midwife",215,"284c7285d2ae7b08cf2107d70f95b57a","Krachi West","Krasec CHPS","Oti","Operationalized","false",12,"GH6 Krachi"
"GH",4941,"B Zongo CHPS","ready_for_operations",1774,"Ghana","Nkwanta South, Oti, Oti CHPS with Midwife",97,"cc28a18cff3fbb8edf2b498e399533cb","Nkwanta South","B Zongo CHPS","Oti","Operationalized","true",12,"GH6 Krachi"
"GH",4946,"Dadiase CHPS","ready_for_operations",3237,"Ghana","Nkwanta South, Oti, Oti CHPS without Midwife",100,"0d275d0ed2ee46bf66e99e4b170bddf0","Nkwanta South","Dadiase CHPS","Oti","Operationalized","true",12,"GH6 Krachi"
"GH",5106,"Fame Makango CL","ready_for_operations",3143,"Ghana","Northern, Northern CHPS without midwife, Northern District Hospital",225,"97b0381222e4f671375e8f0dae7c7307","East Gonja","Salaga HSP","Savanna Region","Created","false",12,"GH6 Krachi"
"GH",5429,"Sokpoe CHPS","ready_for_operations",2630,"Ghana","CHPS Without a Midwife, South Tongu, Volta Region",249,"4c43319e77cdc98e838a8eb260605ffc","South Tongu","Sokpoe CHPS","Volta","Operationalized","true",11,"GH5 Anum"
"GH",632,"Ampekrom CHPS","ready_for_operations",2439,"","CHPS with midwife, Eastern",145,"6fe13d7e43abaabc75264846875ccae6","Kwahu West","Ampekrom CHPS","Eastern","Operationalized","true",5,"GH1 Omenako"
"GH",2236,"Kuliya CHPS","ready_for_operations",3105,"Ghana","CHPS without a Midwife, Kassena Nankana West, Upper East",273,"20f7037f0fcc535d241c1e2549e5ef0d","Kassena Nankana West","Kuliya CHPS","Upper East","Operationalized","true",8,"GH3 Vobsi"
"GH",5154,"Akpafu Odomi CHPS","inactive",3584,"Ghana","HC Without a Doctor, Volta Region",406,"13fdc92e1ccd79c65f913d77563791ba","Hohoe Municipal","Akpafu Mempeasem HC","Volta","Operationalized","false",11,"GH5 Anum"
"GH",5364,"Buem Odumase CHPS","ready_for_operations",3886,"Ghana","Jasikan District, Oti, Oti CHPS with Midwife",272,"3939cf6489de5e465f72cc83b6e5dac9","Jasikan","Buem Odumase CHPS","Oti","Operationalized","true",12,"GH6 Krachi"
"GH",4884,"Okagyakrom CHPS","ready_for_operations",2684,"Ghana","Jasikan District, Oti, Oti CHPS without Midwife",119,"53a5eee55faa0074e5849f1062b68ecd","Jasikan","Okagyakrom CHPS","Oti","Operationalized","true",12,"GH6 Krachi"
"GH",5106,"Fame Makango CL","ready_for_operations",3143,"Ghana","Northern, Northern CHPS with midwife",197,"5be73b65f89634f626c2ce394049aeeb","East Gonja","Fame CL","Savannah","Operationalized","true",12,"GH6 Krachi"
"GH",4333,"Akoskrom CHPS","ready_for_operations",2188,"","Suaman Facilities, suaman",473,"606e3a87605d16e98ed464d6a8459266","Suaman","Torya D/A JHS","","Suspended entirely","false",9,"GH4 Sefwi Wiawso"
"GH",4327,"Karlo HC","ready_for_operations",2154,"Ghana","Suaman Facilities, suaman",459,"336eed4418c4427207d7df8067b442d4","Suaman","Karlo DA JHS","Western North","Suspended entirely","false",9,"GH4 Sefwi Wiawso"
"GH",4329,"Dadieso Government HSP","ready_for_operations",2213,"Ghana","Suaman Facilities, suaman",466,"bdf444de9ef9992dd7e951f2849a84b1","Suaman","Fanoma DA Basic Sch","Western North","Suspended entirely","false",9,"GH4 Sefwi Wiawso"
"GH",4297,"Besease Chps ","ready_for_operations",2091,"","Upper Denkyira West Facilities",427,"dda1b2827ee1b4a73b4e6a67093eb099","Upper Denkyira West","Besease CHPS","Central","Operationalized","true",9,"GH4 Sefwi Wiawso"
"GH",3705,"Somanya PC","ready_for_operations",2613,"","",821,"85e4c81bccb843c1cebdefa1720dc8d3","Yilo Krobo","Sawer Chps","Eastern","Operationalized","false",5,"GH1 Omenako"
"GH",2729,"Oforikrom HC","ready_for_operations",2978,"Ghana","",413,"331d1c5c82dd2b6f17d32d230ed74dc2",,"Philip Vetshop","Bono Ahafo","Created","false",7,"GH2 Mpanya"
"GH",114,"Eastern Regional HSP","ready_for_operations",937,"Ghana","",858,"661a6bee7a10b40b25598aad64992c2b","New Juaben South","Bornya CHPS","Eastern","Suspended entirely","false",5,"GH1 Omenako"
"GH",114,"Eastern Regional HSP","ready_for_operations",937,"Ghana","",870,"b5d24c43739dad4f37e20a04f83c3c1d","New Juaben South","Anglo Town South CHPS","Eastern","Suspended entirely","false",5,"GH1 Omenako"
"GH",192,"Kpong HC","inactive",2977,"Ghana","",580,"79564092ff3040c723c2d32b5ab5e214","Lower Manya Krobo","Kpong HC","Eastern","Obsolete","true",5,"GH1 Omenako"
"GH",28,"New Abirem Hsp","ready_for_operations",3020,"","",626,"cf18b02f293b5b59848424b2d8a72129","Birim North","Birim North","","Obsolete","false",5,"GH1 Omenako"
"GH",3942,"Abume CHPS","ready_for_operations",1091,"Ghana","",481,"99069f7de39a712dd52153d0ade95fc4",,"Pupuni CHPS","Eastern","Created","false",11,"GH5 Anum"
"GH",1246,"Aperade HC","ready_for_operations",3424,"Ghana","ACHIASE DISTRICT, Eastern, Health Center with PA",516,"9bee1bc8f37b32a511d9076b4af322b3","Achiase","Aperade HC","Eastern","Operationalized","true",5,"GH1 Omenako"
"GH",1144,"Amoaya HC","ready_for_operations",1862,"Ghana","ART TEST FACILITIES, Bodi Facilities, Clinic/Health Centre with a Doctor/ Physician Assistant, Family Planning Facilities",9,"ad6b65d8d66243efebf6fb805b27d450","Bodi","Amoaya HC","Western North","Operationalized","true",9,"GH4 Sefwi Wiawso"
"GH",39,"Asuboi HC","ready_for_operations",745,"","ARV site, Approved Family Planning Sites, Eastern, Health Center in Good Standing, Health Center with PA",59,"cf8382d6816744e812fa820383eba87f","Ayensuano","Asuboi HC","Eastern","Operationalized","true",5,"GH1 Omenako"
"GH",146,"Akwadum Rch","ready_for_operations",622,"","ARV site, Eastern, Health Center in Good Standing, Health Center with PA",147,"29032a3781ff3d82d1b4b624cc2c4ac9","New Juaben North","Akwadum RCH","Eastern","Operationalized","true",5,"GH1 Omenako"
"GH",68,"Asiakwa HC","ready_for_operations",820,"","AS/AR HC/CHPS, Eastern, Health Center in Good Standing, Health Center with PA",61,"7d6f6c9e895539e14ff4b5379ec76c7f","Abuakwa South","Asiakwa HC","Eastern","Operationalized","true",5,"GH1 Omenako"
"GH",620,"St. Monica's HC","ready_for_operations",1832,"Ghana","AS/AR HC/CHPS, Eastern, Health Center with PA",137,"e027f29795df07958b6bc50b2e363765","Atiwa East","St. Monicas HC","Eastern","Suspended partially","true",5,"GH1 Omenako"
"GH",623,"Abakoase CHPS","ready_for_operations",1857,"Ghana","AS/AR HC/CHPS, CHPS with midwife, CHPS without midwife, Eastern",218,"8d7037498e636fbc78e48334dbe99512","Atiwa East","Abakoase CHPS","Eastern","Operationalized","true",5,"GH1 Omenako"
"GH",201,"Tabita CHPS","ready_for_operations",1955,"Ghana","ASENE MANSO AKROSO DISTRICT, CHPS without midwife, Eastern",415,"2eeadd1eaafa293389fa2a57e1758f30","Asene Manso Akroso","Tabita CHPS","Eastern","Operationalized","true",5,"GH1 Omenako"
"GH",836,"Nkawie-Toase Government HSP","ready_for_operations",2471,"Ghana","Accredited by CZBC-KATH, Americare(WHW) B, Ashanti Region (Vaccines), Ashanti Region Facilities, District Hospital",40,"eebf35fb809f0748e5a69ff7b2ee20ee","Atwima Nwabiagya Municipal","Nkawie-Toase Government HSP","Ashanti","Operationalized","true",7,"GH2 Mpanya"
"GH",1053,"Akomaah Memorial HSP","ready_for_operations",2913,"Ghana","Accredited by CZBC-KATH, Ashanti Region (Vaccines), Ashanti Region Facilities, District Hospital",254,"c9b0959da2f68628cc5d0f7b17a86541","Bekwai Municipal","Akomaa Memorial HSP","Ashanti","Operationalized","true",7,"GH2 Mpanya"
"GH",838,"Juabeng Government HSP","ready_for_operations",1346,"Ghana","Accredited by CZBC-KATH, Ashanti Region (Vaccines), Ashanti Region Facilities, District Hospital, Juabeng DHA",38,"a6b084c9da9bdb93e305c16fa4a33d6c","Juaben Municipal","Juabeng Government HSP","Ashanti","Operationalized","true",7,"GH2 Mpanya"
"GH",3586,"St. Anthony Ann HSP","ready_for_operations",1938,"Ghana","Accredited by CZBC-KATH, Ashanti Region (Vaccines), Ashanti Region Facilities, District Hospital",244,"b67c57136a412c27bba58bd388ff9d20","Ejisu Municipal","St. Anthony Ann Hospital","Ashanti","Operationalized","true",7,"GH2 Mpanya"
"GH",5622,"Keyime HC","ready_for_operations",2373,"Ghana","Afadzato South DHD, Agortime-Ziope, CHPS Without a Midwife, HC Without a Doctor, Volta Region",90,"d118130d6ce8ae18be7f543d2067d762","Agortime Ziope","Keyime HC","Volta","Operationalized","true",11,"GH5 Anum"
"GH",5376,"Leklebi-Dugah HC","ready_for_operations",2523,"Ghana","Afadzato South DHD, HC Without a Doctor, Volta Region",96,"8e1287dbfe7856508fe9636526680cc0","Afadzato South","Leklebi-Dugah HC","Volta","Operationalized","true",11,"GH5 Anum"
"GH",4840,"Sadzikorfe CHPS","ready_for_operations",1620,"Ghana","Afadzato South DHD, CHPS With a Midwife, Volta Region",119,"b08b25804c56f008f18d29b002b66866","Afadzato South","Sadzikorfe CHPS","Volta","Operationalized","true",11,"GH5 Anum"
